,clas,clas_t,reg,reg_T
2426,[[0.11294314 0.4545308  0.43252596]],[[0. 1. 0.]],[[25.61774]],[20]
2427,[[0.10255897 0.47124672 0.42619434]],[[0. 0. 1.]],[[28.888397]],[28]
2428,[[0.1019376  0.46502405 0.43303835]],[[1. 0. 0.]],[[29.31754]],[0]
2429,[[0.15412144 0.42544392 0.42043465]],[[0. 1. 0.]],[[25.82511]],[20]
2430,[[0.20778626 0.40944743 0.38276637]],[[1. 0. 0.]],[[18.925806]],[0]
2431,[[0.17278114 0.44167027 0.38554865]],[[0. 0. 1.]],[[20.266834]],[16]
2432,[[0.8439383  0.07135263 0.08470911]],[[1. 0. 0.]],[[-0.9872151]],[0]
2433,[[0.96384025 0.01839863 0.01776116]],[[1. 0. 0.]],[[-1.]],[0]
2434,[[0.09135403 0.46468067 0.44396532]],[[0. 0. 1.]],[[21.162834]],[36]
2435,[[0.9141053  0.04121431 0.04468031]],[[1. 0. 0.]],[[-1.]],[0]
2436,[[0.6946642  0.15184066 0.15349513]],[[1. 0. 0.]],[[-0.99982536]],[0]
2437,[[0.9151605  0.04389859 0.04094097]],[[1. 0. 0.]],[[-1.]],[0]
2438,[[0.06532949 0.47887924 0.4557913 ]],[[0. 0. 1.]],[[35.671104]],[40]
2439,[[0.66820854 0.158582   0.17320941]],[[1. 0. 0.]],[[-0.26653498]],[0]
2440,[[0.16531993 0.43727276 0.39740735]],[[0. 0. 1.]],[[22.62123]],[8]
2441,[[0.07436767 0.48641557 0.4392168 ]],[[0. 1. 0.]],[[32.964577]],[24]
2442,[[0.9138888  0.04067205 0.04543914]],[[1. 0. 0.]],[[-1.]],[0]
2443,[[0.8906094  0.03695214 0.07243854]],[[1. 0. 0.]],[[-1.]],[0]
2444,[[0.15963244 0.44176692 0.39860058]],[[1. 0. 0.]],[[21.460133]],[0]
2445,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2446,[[0.06509013 0.50828975 0.42662013]],[[0. 1. 0.]],[[35.08927]],[28]
2447,[[0.13447216 0.44295645 0.42257142]],[[0. 1. 0.]],[[24.51547]],[12]
2448,[[0.72259915 0.14918244 0.12821837]],[[1. 0. 0.]],[[-0.9999859]],[0]
2449,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2450,[[0.04696904 0.5065646  0.44646636]],[[0. 1. 0.]],[[37.476818]],[36]
2451,[[0.1375812  0.44722623 0.41519254]],[[0. 1. 0.]],[[24.780169]],[36]
2452,[[0.5635827  0.22134122 0.21507606]],[[1. 0. 0.]],[[2.9474547]],[0]
2453,[[0.12837617 0.44982275 0.42180103]],[[0. 1. 0.]],[[24.596712]],[14]
2454,[[0.03408267 0.49071053 0.47520676]],[[0. 0. 1.]],[[48.767864]],[38]
2455,[[0.9252209  0.03596963 0.03880952]],[[1. 0. 0.]],[[-1.]],[0]
2456,[[0.12172857 0.45486003 0.42341134]],[[0. 1. 0.]],[[25.756632]],[32]
2457,[[0.09633173 0.47011143 0.4335569 ]],[[0. 0. 1.]],[[29.373173]],[52]
2458,[[0.53489393 0.2361304  0.22897568]],[[1. 0. 0.]],[[4.001917]],[0]
2459,[[0.17949404 0.4222083  0.39829764]],[[0. 1. 0.]],[[20.278635]],[24]
2460,[[0.04982148 0.48059314 0.46958536]],[[0. 1. 0.]],[[40.922718]],[18]
2461,[[0.16492619 0.43567947 0.3993944 ]],[[0. 0. 1.]],[[22.896122]],[48]
2462,[[0.12525012 0.45229805 0.42245185]],[[0. 0. 1.]],[[26.216257]],[28]
2463,[[0.06486144 0.4898955  0.44524315]],[[0. 0. 1.]],[[33.664116]],[56]
2464,[[0.08276229 0.47400436 0.44323337]],[[0. 1. 0.]],[[32.35363]],[28]
2465,[[0.2895057  0.35626587 0.35422844]],[[0. 0. 1.]],[[10.415012]],[44]
2466,[[0.15451267 0.439474   0.4060133 ]],[[0. 1. 0.]],[[22.516312]],[8]
2467,[[0.3234064  0.33661917 0.33997437]],[[1. 0. 0.]],[[13.553522]],[0]
2468,[[0.03765791 0.4908425  0.47149968]],[[0. 1. 0.]],[[48.797955]],[84]
2469,[[0.912668   0.04521926 0.04211272]],[[1. 0. 0.]],[[-1.]],[0]
2470,[[0.03933947 0.5313532  0.42930734]],[[0. 0. 1.]],[[41.693398]],[24]
2471,[[0.07898969 0.48393318 0.4370772 ]],[[0. 1. 0.]],[[31.533106]],[20]
2472,[[0.6392799  0.17592297 0.18479715]],[[1. 0. 0.]],[[-0.4364761]],[0]
2473,[[0.11174741 0.46528012 0.4229724 ]],[[0. 0. 1.]],[[26.789663]],[24]
2474,[[0.21567214 0.41438034 0.36994755]],[[0. 1. 0.]],[[17.94349]],[12]
2475,[[0.29262832 0.36027744 0.34709427]],[[0. 0. 1.]],[[11.357701]],[7]
2476,[[0.09700082 0.48569992 0.41729927]],[[0. 1. 0.]],[[29.76145]],[8]
2477,[[0.38216725 0.31596035 0.30187234]],[[1. 0. 0.]],[[8.271646]],[0]
2478,[[0.6626347  0.16691662 0.17044872]],[[1. 0. 0.]],[[-0.86183476]],[0]
2479,[[0.09634296 0.47949418 0.42416286]],[[0. 1. 0.]],[[28.172165]],[20]
2480,[[0.18146913 0.425024   0.39350688]],[[0. 0. 1.]],[[20.580101]],[24]
2481,[[0.23762688 0.38630068 0.37607247]],[[1. 0. 0.]],[[16.87202]],[0]
2482,[[0.10279583 0.46701044 0.4301937 ]],[[0. 0. 1.]],[[28.30845]],[17]
2483,[[0.32120597 0.3379494  0.3408446 ]],[[1. 0. 0.]],[[6.9301863]],[0]
2484,[[0.07646018 0.46761775 0.4559221 ]],[[0. 0. 1.]],[[35.417313]],[10]
2485,[[0.09950376 0.46432784 0.43616834]],[[0. 0. 1.]],[[26.619673]],[14]
2486,[[0.15467027 0.4416871  0.4036426 ]],[[0. 0. 1.]],[[22.207952]],[20]
2487,[[0.83240324 0.0821213  0.08547538]],[[0. 0. 1.]],[[-0.99998665]],[120]
2488,[[0.0854919  0.4729477  0.44156042]],[[0. 0. 1.]],[[32.558105]],[38]
2489,[[0.365145   0.30135566 0.3334993 ]],[[1. 0. 0.]],[[18.628845]],[0]
2490,[[0.15696941 0.42697585 0.41605473]],[[1. 0. 0.]],[[25.267572]],[0]
2491,[[0.02322502 0.47815806 0.4986169 ]],[[0. 0. 1.]],[[60.427834]],[66]
2492,[[0.6704876  0.16813113 0.16138132]],[[0. 0. 1.]],[[-0.9961256]],[8]
2493,[[0.35571653 0.33894843 0.30533502]],[[0. 1. 0.]],[[11.100315]],[20]
2494,[[0.10295976 0.47157082 0.42546943]],[[0. 0. 1.]],[[28.544306]],[34]
2495,[[0.09690061 0.4644734  0.438626  ]],[[0. 0. 1.]],[[27.966063]],[10]
2496,[[0.09491236 0.4603881  0.4446996 ]],[[0. 0. 1.]],[[35.008526]],[36]
2497,[[0.03807723 0.49090326 0.47101957]],[[0. 1. 0.]],[[45.938217]],[84]
2498,[[0.938512   0.02117231 0.04031574]],[[1. 0. 0.]],[[-1.]],[0]
2499,[[0.6108582  0.17182371 0.21731809]],[[1. 0. 0.]],[[-0.9997347]],[0]
2500,[[0.43377522 0.24138092 0.32484385]],[[1. 0. 0.]],[[-0.89582163]],[0]
2501,[[0.93893784 0.0220518  0.03901038]],[[1. 0. 0.]],[[-1.]],[0]
2502,[[0.9747088  0.01157919 0.013712  ]],[[1. 0. 0.]],[[-1.]],[0]
2503,[[0.02522296 0.47893023 0.49584678]],[[0. 0. 1.]],[[53.942097]],[60]
2504,[[0.09513678 0.47050524 0.43435788]],[[0. 0. 1.]],[[27.542377]],[13]
2505,[[0.122283   0.45919892 0.4185181 ]],[[0. 1. 0.]],[[25.390995]],[14]
2506,[[0.07470593 0.4831473  0.44214678]],[[0. 1. 0.]],[[35.82986]],[24]
2507,[[0.08787328 0.4950121  0.4171146 ]],[[1. 0. 0.]],[[33.010796]],[0]
2508,[[0.93691367 0.03125216 0.03183414]],[[1. 0. 0.]],[[-1.]],[0]
2509,[[0.12448628 0.45567626 0.41983753]],[[0. 1. 0.]],[[27.234465]],[20]
2510,[[0.14456256 0.44238198 0.41305542]],[[0. 1. 0.]],[[23.565273]],[24]
2511,[[0.0966184  0.46372998 0.4396517 ]],[[0. 0. 1.]],[[28.918236]],[40]
2512,[[0.06582122 0.4808484  0.45333034]],[[0. 0. 1.]],[[37.747097]],[42]
2513,[[0.03968617 0.47692657 0.48338726]],[[0. 1. 0.]],[[46.038746]],[60]
2514,[[0.06088943 0.48415047 0.45496002]],[[0. 0. 1.]],[[37.10417]],[68]
2515,[[0.09821516 0.4987251  0.40305972]],[[0. 1. 0.]],[[28.024218]],[26]
2516,[[0.12660863 0.4611929  0.41219848]],[[0. 0. 1.]],[[25.749304]],[20]
2517,[[0.04168544 0.4860931  0.47222152]],[[0. 0. 1.]],[[45.547615]],[72]
2518,[[0.12465666 0.45144898 0.4238944 ]],[[0. 1. 0.]],[[25.757908]],[34]
2519,[[0.04896592 0.50572324 0.44531086]],[[0. 0. 1.]],[[38.07434]],[36]
2520,[[0.14242391 0.44192797 0.41564813]],[[0. 0. 1.]],[[23.699604]],[32]
2521,[[0.07810019 0.47807708 0.44382277]],[[0. 1. 0.]],[[32.99615]],[36]
2522,[[0.05869047 0.4807127  0.46059686]],[[0. 1. 0.]],[[37.21723]],[52]
2523,[[0.990012   0.0039816  0.00600641]],[[1. 0. 0.]],[[-1.]],[0]
2524,[[0.80915594 0.07272526 0.11811878]],[[1. 0. 0.]],[[-1.]],[0]
2525,[[0.72033215 0.13990912 0.13975874]],[[1. 0. 0.]],[[-0.99990606]],[0]
2526,[[0.10427178 0.46750456 0.42822376]],[[0. 1. 0.]],[[28.200779]],[52]
2527,[[0.33248982 0.33619076 0.33131945]],[[1. 0. 0.]],[[-0.99999946]],[0]
2528,[[0.17367603 0.42560858 0.40071544]],[[0. 1. 0.]],[[22.742126]],[6]
2529,[[0.04813486 0.4802001  0.47166502]],[[0. 1. 0.]],[[44.848297]],[50]
2530,[[0.06821287 0.4765517  0.4552355 ]],[[0. 1. 0.]],[[35.965755]],[28]
2531,[[0.13644548 0.44108567 0.4224688 ]],[[1. 0. 0.]],[[24.176878]],[0]
2532,[[0.15961753 0.43374938 0.4066331 ]],[[1. 0. 0.]],[[25.257698]],[0]
2533,[[0.22724256 0.4244734  0.34828404]],[[0. 1. 0.]],[[17.634893]],[12]
2534,[[0.11102141 0.46435565 0.42462295]],[[0. 0. 1.]],[[26.853554]],[32]
2535,[[0.9147085  0.04008396 0.04520749]],[[1. 0. 0.]],[[-1.]],[0]
2536,[[0.71972716 0.13465624 0.14561656]],[[1. 0. 0.]],[[-0.16925192]],[0]
2537,[[0.02579892 0.54640126 0.4277998 ]],[[0. 0. 1.]],[[48.765396]],[80]
2538,[[0.34653535 0.3322298  0.32123488]],[[0. 0. 1.]],[[11.117931]],[4]
2539,[[0.04770702 0.4701787  0.4821143 ]],[[0. 0. 1.]],[[41.562325]],[24]
2540,[[0.07043723 0.46862805 0.46093473]],[[0. 0. 1.]],[[36.816605]],[24]
2541,[[0.08318198 0.46737984 0.44943815]],[[0. 1. 0.]],[[32.15491]],[30]
2542,[[0.5435594  0.23431812 0.22212254]],[[1. 0. 0.]],[[-0.6528243]],[0]
2543,[[0.16398454 0.43878686 0.39722857]],[[0. 0. 1.]],[[20.870468]],[26]
2544,[[0.19402009 0.41211414 0.39386576]],[[0. 0. 1.]],[[18.6373]],[16]
2545,[[0.06775533 0.49570164 0.43654305]],[[0. 1. 0.]],[[33.74821]],[14]
2546,[[0.9783771  0.00897665 0.01264628]],[[0. 0. 1.]],[[-1.]],[4]
2547,[[0.32497293 0.3504907  0.32453638]],[[1. 0. 0.]],[[10.704099]],[0]
2548,[[0.10783823 0.459696   0.4324657 ]],[[0. 1. 0.]],[[27.809885]],[28]
2549,[[0.07594261 0.47597235 0.44808504]],[[0. 0. 1.]],[[33.101402]],[32]
2550,[[0.09090247 0.48290926 0.42618832]],[[1. 0. 0.]],[[29.876345]],[0]
2551,[[0.05328049 0.50584203 0.4408775 ]],[[0. 0. 1.]],[[37.25765]],[40]
2552,[[0.05666895 0.50166947 0.44166157]],[[0. 1. 0.]],[[36.29588]],[32]
2553,[[0.63267606 0.17983799 0.18748593]],[[1. 0. 0.]],[[1.5358045]],[0]
2554,[[0.6344378  0.18776198 0.17780025]],[[1. 0. 0.]],[[-0.98844695]],[0]
2555,[[0.11727881 0.4586564  0.42406482]],[[0. 1. 0.]],[[26.627735]],[28]
2556,[[0.0330555  0.49641845 0.47052604]],[[0. 0. 1.]],[[46.292057]],[28]
2557,[[0.1023365  0.45617473 0.4414888 ]],[[0. 0. 1.]],[[28.02889]],[36]
2558,[[0.10258057 0.47248492 0.42493454]],[[0. 0. 1.]],[[28.769127]],[18]
2559,[[0.95675415 0.01989201 0.02335379]],[[1. 0. 0.]],[[-1.]],[0]
2560,[[0.34931597 0.34312055 0.3075635 ]],[[1. 0. 0.]],[[7.603141]],[0]
2561,[[0.64460623 0.17905577 0.17633796]],[[0. 1. 0.]],[[-0.9949806]],[36]
2562,[[0.00723147 0.5012385  0.49152997]],[[0. 0. 1.]],[[62.402966]],[46]
2563,[[0.13986427 0.43930927 0.4208265 ]],[[0. 0. 1.]],[[23.562044]],[12]
2564,[[0.07717744 0.47164044 0.4511822 ]],[[0. 1. 0.]],[[34.910797]],[48]
2565,[[0.06413207 0.4854364  0.4504315 ]],[[0. 1. 0.]],[[35.573174]],[60]
2566,[[0.05696014 0.47405484 0.46898496]],[[1. 0. 0.]],[[41.86027]],[0]
2567,[[0.02937096 0.49285668 0.4777723 ]],[[0. 0. 1.]],[[51.71694]],[40]
2568,[[0.91842365 0.03745067 0.04412566]],[[1. 0. 0.]],[[-1.]],[0]
2569,[[0.11043973 0.4659514  0.4236089 ]],[[0. 0. 1.]],[[26.044188]],[20]
2570,[[0.12167068 0.44393453 0.43439484]],[[0. 1. 0.]],[[23.721853]],[44]
2571,[[0.28187606 0.3576023  0.3605216 ]],[[0. 1. 0.]],[[11.897907]],[24]
2572,[[0.05553688 0.5001537  0.4443094 ]],[[0. 1. 0.]],[[36.98905]],[30]
2573,[[0.08425152 0.48417103 0.43157738]],[[0. 0. 1.]],[[30.833042]],[20]
2574,[[0.14537427 0.4382868  0.41633895]],[[0. 0. 1.]],[[21.927223]],[16]
2575,[[0.11673599 0.4618237  0.4214404 ]],[[0. 1. 0.]],[[26.27264]],[24]
2576,[[0.02937096 0.49285668 0.4777723 ]],[[0. 0. 1.]],[[51.71694]],[39]
2577,[[0.9374114  0.03052867 0.03205988]],[[1. 0. 0.]],[[-1.]],[0]
2578,[[0.09396797 0.47379678 0.43223527]],[[0. 1. 0.]],[[30.620096]],[48]
2579,[[0.06094247 0.497999   0.44105858]],[[0. 1. 0.]],[[34.87731]],[20]
2580,[[0.03442297 0.47904107 0.48653597]],[[1. 0. 0.]],[[53.59941]],[0]
2581,[[9.9999976e-01 3.2911025e-08 2.3961272e-07]],[[1. 0. 0.]],[[-1.]],[0]
2582,[[0.74328953 0.12253726 0.13417321]],[[1. 0. 0.]],[[-0.94403267]],[0]
2583,[[0.06374885 0.50037694 0.43587416]],[[0. 1. 0.]],[[35.487553]],[30]
2584,[[0.14134425 0.43694663 0.42170915]],[[0. 1. 0.]],[[21.44135]],[16]
2585,[[0.4776286  0.25584877 0.26652268]],[[1. 0. 0.]],[[8.5889225]],[0]
2586,[[0.3623798  0.33263052 0.30498967]],[[0. 0. 1.]],[[13.79591]],[8]
2587,[[0.06631282 0.50546867 0.42821854]],[[0. 0. 1.]],[[32.96556]],[48]
2588,[[0.07113397 0.4766223  0.45224375]],[[1. 0. 0.]],[[35.66235]],[0]
2589,[[0.05372052 0.51747936 0.4288002 ]],[[0. 0. 1.]],[[37.468575]],[28]
2590,[[0.0864647  0.47578904 0.43774632]],[[0. 1. 0.]],[[29.914198]],[12]
2591,[[0.9683999  0.01480812 0.01679195]],[[1. 0. 0.]],[[-1.]],[0]
2592,[[0.23121364 0.39882198 0.36996436]],[[0. 1. 0.]],[[15.782646]],[32]
2593,[[0.02094441 0.4915052  0.48755038]],[[0. 0. 1.]],[[54.59319]],[36]
2594,[[0.06928029 0.47590566 0.4548141 ]],[[0. 1. 0.]],[[36.721653]],[54]
2595,[[0.06172188 0.48196098 0.45631716]],[[0. 1. 0.]],[[35.644936]],[12]
2596,[[0.11460001 0.48317468 0.40222532]],[[0. 1. 0.]],[[26.723072]],[36]
2597,[[0.19314949 0.4259732  0.3808773 ]],[[0. 1. 0.]],[[18.179562]],[12]
2598,[[0.24262217 0.38424885 0.37312898]],[[1. 0. 0.]],[[21.802443]],[0]
2599,[[0.07034785 0.48573136 0.44392085]],[[0. 0. 1.]],[[34.46516]],[16]
2600,[[0.24221201 0.3850982  0.37268975]],[[1. 0. 0.]],[[15.033702]],[0]
2601,[[0.90717745 0.04245716 0.0503655 ]],[[1. 0. 0.]],[[-0.9999994]],[0]
2602,[[9.9844748e-01 1.0852204e-03 4.6728057e-04]],[[1. 0. 0.]],[[-1.]],[0]
2603,[[0.04317825 0.5041165  0.45270523]],[[0. 0. 1.]],[[40.327263]],[62]
2604,[[0.17525642 0.43835327 0.3863903 ]],[[0. 0. 1.]],[[19.803173]],[28]
2605,[[0.02142488 0.50586563 0.4727095 ]],[[0. 0. 1.]],[[52.031815]],[104]
2606,[[0.10430325 0.4857098  0.409987  ]],[[0. 1. 0.]],[[27.797075]],[14]
2607,[[0.18264559 0.43105894 0.38629547]],[[0. 1. 0.]],[[20.453209]],[12]
2608,[[0.06422031 0.47849125 0.45728847]],[[0. 1. 0.]],[[35.427475]],[54]
2609,[[0.3349719  0.32552755 0.33950052]],[[1. 0. 0.]],[[4.9146314]],[0]
2610,[[0.05857313 0.47959363 0.46183318]],[[0. 0. 1.]],[[38.925404]],[24]
2611,[[0.9234805  0.02674764 0.04977181]],[[1. 0. 0.]],[[-1.]],[0]
2612,[[0.06041096 0.49120802 0.44838095]],[[0. 1. 0.]],[[36.624435]],[28]
2613,[[0.04063896 0.4922835  0.46707752]],[[0. 0. 1.]],[[41.883953]],[36]
2614,[[0.0543267  0.4969372  0.44873607]],[[0. 1. 0.]],[[37.90445]],[51]
2615,[[0.06534526 0.4782596  0.4563952 ]],[[0. 0. 1.]],[[34.95423]],[20]
2616,[[0.04858669 0.4925866  0.45882666]],[[0. 1. 0.]],[[43.859146]],[68]
2617,[[0.10906991 0.4521872  0.43874285]],[[0. 1. 0.]],[[25.770897]],[24]
2618,[[0.02149689 0.5226013  0.4559018 ]],[[0. 1. 0.]],[[48.875546]],[34]
2619,[[0.05036861 0.50382453 0.4458069 ]],[[0. 0. 1.]],[[41.123062]],[48]
2620,[[0.84228206 0.07783293 0.07988495]],[[1. 0. 0.]],[[-0.999995]],[0]
2621,[[0.10032039 0.4778993  0.42178032]],[[0. 1. 0.]],[[28.754091]],[18]
2622,[[0.14019504 0.44371623 0.41608864]],[[1. 0. 0.]],[[26.199512]],[0]
2623,[[0.10557017 0.4680628  0.42636704]],[[0. 0. 1.]],[[27.66597]],[24]
2624,[[0.03187743 0.48128238 0.48684013]],[[0. 0. 1.]],[[54.065536]],[28]
2625,[[0.22307809 0.48645732 0.29046467]],[[1. 0. 0.]],[[3.3621256]],[0]
2626,[[0.0767743  0.47442117 0.44880453]],[[0. 0. 1.]],[[33.339687]],[12]
2627,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2628,[[0.20234993 0.4175611  0.38008893]],[[0. 1. 0.]],[[15.656099]],[14]
2629,[[0.05018041 0.48672003 0.4630995 ]],[[0. 1. 0.]],[[39.962555]],[32]
2630,[[0.08597239 0.46332857 0.45069906]],[[0. 1. 0.]],[[33.180862]],[58]
2631,[[0.1412995  0.44406828 0.41463214]],[[0. 1. 0.]],[[24.60885]],[20]
2632,[[0.03766078 0.5384293  0.4239099 ]],[[0. 1. 0.]],[[42.159325]],[120]
2633,[[0.09937843 0.46623224 0.43438935]],[[0. 1. 0.]],[[29.487383]],[17]
2634,[[0.9046479  0.04537231 0.04997975]],[[1. 0. 0.]],[[-1.]],[0]
2635,[[0.16972832 0.4394426  0.39082912]],[[0. 1. 0.]],[[20.479797]],[14]
2636,[[0.06695487 0.5039072  0.42913795]],[[0. 0. 1.]],[[34.287712]],[32]
2637,[[0.26469663 0.36319333 0.37211   ]],[[0. 1. 0.]],[[21.733086]],[52]
2638,[[0.09665718 0.4730076  0.43033516]],[[0. 0. 1.]],[[29.21665]],[42]
2639,[[0.21748824 0.40339807 0.37911373]],[[0. 0. 1.]],[[16.57926]],[8]
2640,[[0.99553466 0.00148071 0.00298458]],[[1. 0. 0.]],[[-1.]],[0]
2641,[[0.20788577 0.4240163  0.36809796]],[[0. 1. 0.]],[[18.375628]],[16]
2642,[[0.243914   0.39089227 0.36519375]],[[1. 0. 0.]],[[15.502377]],[0]
2643,[[0.08270314 0.47353056 0.44376627]],[[0. 1. 0.]],[[32.18322]],[14]
2644,[[0.22100496 0.42619938 0.35279566]],[[1. 0. 0.]],[[18.017572]],[0]
2645,[[0.06450178 0.49354717 0.44195107]],[[0. 0. 1.]],[[34.94425]],[23]
2646,[[0.2841907  0.37028408 0.34552518]],[[0. 1. 0.]],[[13.656379]],[21]
2647,[[0.21609098 0.41046494 0.37344402]],[[0. 0. 1.]],[[17.13129]],[8]
2648,[[0.19666386 0.4145192  0.38881698]],[[0. 0. 1.]],[[18.986835]],[18]
2649,[[0.44850582 0.27228633 0.27920783]],[[1. 0. 0.]],[[6.8960137]],[0]
2650,[[0.04842805 0.5060929  0.44547904]],[[0. 1. 0.]],[[38.199078]],[68]
2651,[[0.07674339 0.48516262 0.43809405]],[[0. 1. 0.]],[[32.20607]],[76]
2652,[[0.8542028  0.0714867  0.07431044]],[[1. 0. 0.]],[[-0.9999997]],[0]
2653,[[0.05723991 0.52876216 0.41399795]],[[0. 1. 0.]],[[38.846256]],[8]
2654,[[0.8666236  0.05676002 0.0766164 ]],[[1. 0. 0.]],[[-1.]],[0]
2655,[[0.08752687 0.4648141  0.44765905]],[[0. 1. 0.]],[[29.579836]],[36]
2656,[[0.37916806 0.32300556 0.29782644]],[[1. 0. 0.]],[[11.4904995]],[0]
2657,[[0.09024683 0.4771901  0.43256307]],[[0. 0. 1.]],[[30.017578]],[32]
2658,[[0.09435888 0.47331378 0.43232742]],[[0. 0. 1.]],[[29.675817]],[14]
2659,[[0.0696847 0.4830973 0.447218 ]],[[0. 0. 1.]],[[34.71039]],[20]
2660,[[0.1743674  0.42947328 0.39615935]],[[0. 0. 1.]],[[20.049423]],[10]
2661,[[0.15652156 0.43252063 0.41095772]],[[1. 0. 0.]],[[22.293999]],[0]
2662,[[0.10788227 0.43948832 0.45262942]],[[1. 0. 0.]],[[37.086933]],[0]
2663,[[0.95374644 0.02116746 0.02508613]],[[1. 0. 0.]],[[-1.]],[0]
2664,[[0.8546235  0.07168093 0.07369561]],[[1. 0. 0.]],[[-0.9999849]],[0]
2665,[[0.96395975 0.01119018 0.02485005]],[[1. 0. 0.]],[[-1.]],[0]
2666,[[0.04379835 0.4836385  0.47256315]],[[0. 1. 0.]],[[45.279816]],[36]
2667,[[0.13081658 0.45781648 0.41136688]],[[0. 1. 0.]],[[25.195807]],[56]
2668,[[0.75109905 0.117004   0.13189688]],[[1. 0. 0.]],[[-0.9859438]],[0]
2669,[[0.8893698  0.05888744 0.05174278]],[[1. 0. 0.]],[[-1.]],[0]
2670,[[0.13848656 0.44900885 0.41250458]],[[0. 0. 1.]],[[21.677774]],[12]
2671,[[0.3411969  0.33270326 0.32609984]],[[0. 0. 1.]],[[10.51377]],[12]
2672,[[0.3845726  0.32208377 0.29334366]],[[0. 1. 0.]],[[10.739305]],[52]
2673,[[0.13051353 0.44629085 0.42319563]],[[0. 0. 1.]],[[25.401703]],[12]
2674,[[0.07043723 0.46862805 0.46093473]],[[0. 0. 1.]],[[36.816605]],[44]
2675,[[0.6208825  0.17900908 0.2001084 ]],[[1. 0. 0.]],[[3.119251]],[0]
2676,[[9.9999774e-01 3.3513805e-07 1.8724438e-06]],[[1. 0. 0.]],[[-1.]],[0]
2677,[[0.08119924 0.48469216 0.4341086 ]],[[0. 1. 0.]],[[31.658451]],[28]
2678,[[0.16008191 0.43243873 0.40747935]],[[0. 1. 0.]],[[22.350649]],[18]
2679,[[0.23380262 0.39804965 0.3681478 ]],[[0. 0. 1.]],[[14.754956]],[10]
2680,[[0.11285181 0.46884373 0.4183045 ]],[[0. 0. 1.]],[[26.95671]],[18]
2681,[[0.9618116  0.01712078 0.02106757]],[[1. 0. 0.]],[[-1.]],[0]
2682,[[0.15378901 0.43937436 0.40683666]],[[0. 1. 0.]],[[21.750856]],[14]
2683,[[0.14869706 0.44968557 0.40161744]],[[0. 1. 0.]],[[24.634893]],[40]
2684,[[0.07701288 0.499449   0.4235381 ]],[[0. 1. 0.]],[[34.131355]],[8]
2685,[[0.07344325 0.48173752 0.4448193 ]],[[0. 1. 0.]],[[32.163185]],[20]
2686,[[0.15125863 0.45146024 0.39728114]],[[0. 1. 0.]],[[23.552177]],[44]
2687,[[0.01882799 0.48733124 0.49384087]],[[0. 0. 1.]],[[63.530315]],[76]
2688,[[0.9280344  0.037933   0.03403257]],[[1. 0. 0.]],[[-1.]],[0]
2689,[[0.06841753 0.47376317 0.4578193 ]],[[0. 0. 1.]],[[38.93424]],[20]
2690,[[0.91187084 0.04257323 0.0455559 ]],[[1. 0. 0.]],[[-0.99999994]],[0]
2691,[[0.9494554  0.02349445 0.02705017]],[[1. 0. 0.]],[[-1.]],[0]
2692,[[0.10783823 0.459696   0.4324657 ]],[[0. 1. 0.]],[[27.809885]],[32]
2693,[[0.43158957 0.23282711 0.3355833 ]],[[1. 0. 0.]],[[-1.]],[0]
2694,[[0.11417922 0.4627134  0.42310736]],[[0. 0. 1.]],[[26.19946]],[22]
2695,[[0.02195982 0.4856171  0.49242306]],[[0. 0. 1.]],[[54.88364]],[32]
2696,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2697,[[0.03579929 0.47566527 0.4885355 ]],[[0. 1. 0.]],[[49.21591]],[36]
2698,[[0.14860094 0.4808187  0.3705804 ]],[[0. 1. 0.]],[[22.916548]],[12]
2699,[[0.07817847 0.4675645  0.45425698]],[[0. 1. 0.]],[[32.68012]],[36]
2700,[[0.12217683 0.4541984  0.4236248 ]],[[0. 1. 0.]],[[25.426373]],[30]
2701,[[0.07007593 0.47042102 0.459503  ]],[[0. 0. 1.]],[[35.33702]],[12]
2702,[[0.07735696 0.48970553 0.43293747]],[[0. 0. 1.]],[[31.820057]],[28]
2703,[[0.0453653  0.4969954  0.45763928]],[[0. 0. 1.]],[[39.250996]],[20]
2704,[[0.0857155  0.4827038  0.43158075]],[[0. 0. 1.]],[[31.211208]],[56]
2705,[[0.9819002  0.00677199 0.01132782]],[[1. 0. 0.]],[[-1.]],[0]
2706,[[0.1419994  0.45254776 0.4054529 ]],[[0. 1. 0.]],[[23.62838]],[12]
2707,[[0.09184037 0.4841642  0.4239954 ]],[[0. 1. 0.]],[[30.2567]],[20]
2708,[[0.14036784 0.44997323 0.40965897]],[[0. 1. 0.]],[[24.357428]],[44]
2709,[[0.16927566 0.43565136 0.39507294]],[[0. 1. 0.]],[[21.55386]],[10]
2710,[[0.5101216  0.24912664 0.2407517 ]],[[0. 1. 0.]],[[2.118486]],[12]
2711,[[0.257378   0.37849694 0.364125  ]],[[0. 0. 1.]],[[19.343775]],[28]
2712,[[0.08668788 0.47734886 0.43596333]],[[0. 0. 1.]],[[31.25205]],[18]
